ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode
ABS163,14SWE03982,SAS,RED,05CB,5,AB05CB0400,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 2 (CENTRE) PROFILE AT CENTRE",52.02944,-114.26416999999999,0,1,17,N,,08/20/2014 11:45:00,103124,532,FLUORIDE DISSOLVED,,0.085,mg/L,0.02,,,,,2924,0.02,34
ABS262,12SWC80634,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,16,N,Surface Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments. Hydrogen Sulfide (H2S Calculated) mg/L 0.027 Maxxam result with no VMV code.,06/15/2012 12:25:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80635,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Mid Column Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments. Hydrogen Sulfide (H2S Calculated) mg/L <0.002 Maxxam result with no VMV code.,06/15/2012 12:35:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80636,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Near Bottom Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments. Hydrogen Sulfide (H2S Calculated) mg/L 0.004 Maxxam result with no VMV code.,06/15/2012 12:45:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80654,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,16,N,Surface Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.  Hydrogen Sulfide (H2S Calculated) mg/L 0.013 Maxxam result with no VMV code.,06/21/2012 11:45:00,9105,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80655,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Mid Column Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments. Hydrogen Sulfide (H2S Calculated) mg/L <0.002 Maxxam result with no VMV code.,06/21/2012 11:55:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80656,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Near Bottom Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments. Hydrogen Sulfide (H2S Calculated) mg/L 0.025 Maxxam result with no VMV code.,06/21/2012 12:10:00,9105,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80674,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,16,N,Surface Grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.,06/28/2012 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80675,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Mid column grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.,06/28/2012 11:25:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80676,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,17,N,Near bottom grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.,06/28/2012 11:35:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80754,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,16,N,"Near shore grab, upstream of booms.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.",07/06/2012 10:46:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABS262,12SWC80954,SAS,RED,05CB,5,AB05CB0410,"GLENIFFER LAKE (DICKSON RESERVOIR), REGION 3 (WEST END) PROFILE AT CENTRE",52.01694,-114.29694,0,1,16,N,Near shore grab.  Samples taken in response to spill. The B(A)P Total Potency Equivalent was <0.000039 mg/L.  ALS result with no VMV code so they were added in sample comments.,09/24/2012 11:00:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABS163,14SWE03795,SAS,RED,05CB,5,AB05CB0385,"GLENIFFER LAKE (DICKSON RESERVOIR), WHOLE LAKE COMPOSITE",52.02944,-114.26416999999999,0,13,133,N,"Lake is very turbid, recent heavy rain. Lots of floating debris in west side",06/26/2014 10:00:00,103124,532,FLUORIDE DISSOLVED,,0.096,mg/L,0.02,,,,,2924,0.02,34
ABS163,14SWE03853,SAS,RED,05CB,5,AB05CB0385,"GLENIFFER LAKE (DICKSON RESERVOIR), WHOLE LAKE COMPOSITE",52.02944,-114.26416999999999,0,13,133,N,"Very clear, no visible algae. Lots of boat traffic. Reservoir levels are up 2-3m",07/23/2014 11:30:00,103124,532,FLUORIDE DISSOLVED,,0.09,mg/L,0.02,,,,,2924,0.02,34
ABS163,14SWE03951,SAS,RED,05CB,5,AB05CB0385,"GLENIFFER LAKE (DICKSON RESERVOIR), WHOLE LAKE COMPOSITE",52.02944,-114.26416999999999,0,13,133,N,"Used Calgary EXO (chla not calibrated). Discrete chemistry @ 1.0m & 19.5m. Algal torch not working. Breezy winds, water clear with green algae",08/20/2014 12:30:00,103124,532,FLUORIDE DISSOLVED,,0.104,mg/L,0.02,,,,,2924,0.02,34
ABS163,14SWE04058,SAS,RED,05CB,5,AB05CB0385,"GLENIFFER LAKE (DICKSON RESERVOIR), WHOLE LAKE COMPOSITE",52.02944,-114.26416999999999,0,13,133,N,calm and sunny day,10/01/2014 12:00:00,103124,532,FLUORIDE DISSOLVED,,0.193,mg/L,0.02,,,,,2924,0.02,34
ABS209,11SWE06137,MAC,PEA,07GA,1,AB07GA0030,"GRAND CACHE LAKE, COMPOSITE",53.9,-119.05,0,13,133,N,"Prov Lab forgot to analyze for total coliforms.TOC missed,wasn't requested.Problems with boat and winds allowed us to taken only a 9 pt composite sample.  Water to top up Chlorophyll taken from the dock.  Very windy.",06/14/2011 08:30:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.02,,,,,358,0.02,26
ABS209,11SWE06164,MAC,PEA,07GA,1,AB07GA0030,"GRAND CACHE LAKE, COMPOSITE",53.9,-119.05,0,13,133,N,"Prov lab forgot to do total coliform analysis.TOC missed,wasn't requested.Very Windy Conditions.Couldn't get an accurate 0.1m profiles sonde reading.Wind moved us out of our profile site as we sampled (anchor wouldn't hold us).Duplicate Comp sample taken named ""Gr Cache lk @ Willow Park"" and Field Blank named ""Gr Cache Lk - Mountain Bay""",08/16/2011 09:30:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.02,,,,,358,0.02,26
ABS209,11SWE06219,MAC,PEA,07GA,1,AB07GA0030,"GRAND CACHE LAKE, COMPOSITE",53.9,-119.05,0,13,133,N,"Prov Lab forgot to do total coliform analysis.TOC missed,wasn't requested.Lake calm.There were no field readings taken @ 8.5m.  The profile ""field readings"" were done first.Light meter readings were taken and Euphotic Depth determined once the sun had fully rose over the mountain.Top sample Taken @ 2m, bottom sample and sulphide taken @ 12m",10/20/2011 08:30:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.02,,,,,358,0.02,26
ABS209,12SWE04474,MAC,PEA,07GA,1,AB07GA0040,"GRAND CACHE LAKE, PROFILE",53.9,-119.05,0,1,25,N,"Water chemistry collected at 1m.Turbidity probe not working.TOC missed,was not requested.",03/06/2012 10:15:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.02,,,,,358,0.02,26
ABS209,12SWE04485,MAC,PEA,07GA,1,AB07GA0040,"GRAND CACHE LAKE, PROFILE",53.9,-119.05,0,1,25,N,"Water chemistry taken @ 12m. TOC missed,wasn't requested.",03/06/2012 10:30:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.02,,,,,358,0.02,26
ABS019,12SWE10260,MAC,ATH,07AC,1,AB07AC0020,"GREGG LAKE, COMPOSITE",53.53271,-117.79902,0,13,133,N,Wind Speed: light breeze - 5 km/h. Wind Direction: N. %Cloud: 100%. Waves: Ripples. -- Light rain lots of rain in the past week. Forgot longer ysi cord so profile is a bit short. -- Microcystin ID#: M120105,07/04/2012 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.06,mg/L,0.02,,,,,358,0.02,26
ABS019,12SWE10643,MAC,ATH,07AC,1,AB07AC0020,"GREGG LAKE, COMPOSITE",53.53271,-117.79902,0,13,133,N,Wind Speed: 0 km/h. Wind Dir: 0. %Cloud: 0. Waves: 0. -- Beautiful day. A few boats out fishing. -- Microcystin ID#: M120103,08/09/2012 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.09,mg/L,0.02,,,,,358,0.02,26
ABS019,12SWE11071,MAC,ATH,07AC,1,AB07AC0020,"GREGG LAKE, COMPOSITE",53.53271,-117.79902,0,13,133,N,Wind Speed: 0 km/h. Wind Direction: NA. %Cloud: 0. Waves: Ripples. -- Looked like some of the oil like substance was on the tube from Jarvis Lake - rinsed A LOT. Fog cleared off for a beautiful day. Two small fishing boats out. -- Microcystin ID#: M120101,09/06/2012 10:30:00,9107,532,FLUORIDE DISSOLVED,,0.08,mg/L,0.02,,,,,358,0.02,26
ABS019,13SWE10194,MAC,ATH,07CE,1,AB07CE0120,"GREGOIRE LAKE, COMPOSITE",56.45578,-111.15446,0,13,133,N,GPS: 56 27.528 111 08.741. Air Temp: 16 degC. Wind Speed 0-5 km/h. Wind Dir: ENE. %Cloud: 30%. Waves: Calm. -- Lake level is up approximately 1.0m. -- Microcystin ID#: M130001,06/19/2013 08:15:00,9107,532,FLUORIDE DISSOLVED,,0.09,mg/L,0.02,,,,,358,0.02,26
ABS019,13SWE10651,MAC,ATH,07CE,1,AB07CE0120,"GREGOIRE LAKE, COMPOSITE",56.45578,-111.15446,0,13,133,N,"GPS: 56 27.662, 111 08.698. Air Temp: 14 degC. Wind Speed: 10-15 km/h. Wind Dir: S. %Cloud: 100%. Waves: 6.0 cm -- Microcystin ID#: M130003",07/27/2013 09:30:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,0.02,,,,,358,0.02,26
ABS163,11SWE04404,SAS,RED,05CC,1,AB05CC0620,"GULL LAKE, CENTRE PROFILE SITE 2",52.53472,-113.98528,0,1,17,N,,08/09/2011 10:10:00,103124,532,FLUORIDE DISSOLVED,,0.183,mg/L,0.05,,,,,2924,0.02,34
ABS163,11SWE04418,SAS,RED,05CC,1,AB05CC0620,"GULL LAKE, CENTRE PROFILE SITE 2",52.53472,-113.98528,0,1,17,N,,08/09/2011 10:20:00,103124,532,FLUORIDE DISSOLVED,,0.186,mg/L,0.05,,,,,2924,0.02,34
ABS163,11SWE04303,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,,07/06/2011 11:00:00,103124,532,FLUORIDE DISSOLVED,,0.17,mg/L,0.05,,,,,2924,0.02,34
ABS163,11SWE04400,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,,08/09/2011 10:30:00,103124,532,FLUORIDE DISSOLVED,,0.183,mg/L,0.05,,,,,2924,0.02,34
ABS163,11SWE04516,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,,09/13/2011 10:30:00,103124,532,FLUORIDE DISSOLVED,,0.213,mg/L,0.05,,,,,2924,0.02,34
ABS020,12SWE10009,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,"Wind Speed: 0 km/h. Wind Direction: NA. %Cloud 20%. Waves: none. -- Beautiful day. Just a few boats, 1 pelican. Almost had to tow a boat to shore. Lake at high water levels. Saw some spots over 25ft. -- Microcystin ID#: M120120",06/11/2012 14:10:00,9107,532,FLUORIDE DISSOLVED,,0.17,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE10593,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,"Wind Speed: 5 km/h. Wind Direction: NE. %Cloud: 0%. Waves: 5-15 cm. -- Long weekend saturday, not too many boats. -- Microcystin ID#: M120122",08/04/2012 10:30:00,9107,532,FLUORIDE DISSOLVED,,0.18,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE11103,SAS,RED,05CC,1,AB05CC0600,"GULL LAKE, COMPOSITE",52.53472,-113.98528,0,13,133,N,Wind Speed: 6.0 km/h. Wind Direction: S. %Cloud: 60%. Waves: Ripples. -- Only a few boats out on the lake. Lots of people fishing for pike in the canal. -- Microcystin ID#: M120118,09/09/2012 10:30:00,9107,532,FLUORIDE DISSOLVED,,0.2,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE10180,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.46083,-113.0908,0,13,133,N,Wind Speed: Breezy. Wind Dir: E. % Cloud: 0%. Waves: Ripples. -- Lots of poplar fluff on the water -- Microcystin ID: M110184,06/22/2011 09:15:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE10690,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.46083,-113.0908,0,13,133,N,"Wind Speed: 5-7 km/hr. Wind Dir: SE. %Cloud: <5%. Waves: Ripples. -- Alberta Health Services shut down campground due to coliforms. Lots of floating debris...dead weeds, dead bugs. Thick algae throughout the euphotic zone. Geese on East side of the lake. Grebes on West side of lake. -- Microcystin ID#: M110186",08/05/2011 08:45:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE11289,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.46083,-113.0908,0,13,133,N,"Air Temp: >20 degC. Wind Speed: N/A. Wind Dir: N/A. %Cloud: N/A. Waves: N/A. -- Very humid. Lots of aglae. Boats out on the water right before, but no boats while sampling. -- Microcystin ID#: M110188",09/08/2011 09:15:00,9107,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.02,,,,,358,0.02,26
ABS020,14SWE08771,SAS,NSA,05EC,1,AB05EC0797,"HANMORE LAKE, COMPOSITE",54.3,-112.53306,0,13,133,N,"The lab exceeded the recommended hold time for TKN by 31 days and Dissolved Phosphorus by 50 days and Total Phosphorus by 44 days. GPS: 54 17.640, 112 30.849 -- Air Temp. 15 degrees celcius -- Wind 20km/h from NW -- Cloud cover: 95% -- Waves: 0.15m. Windiest at beginning of profile, wind calmed down after that. Few other boats on the water, hit sediment on one comp site (jug was not contaminated), some suspended algae in water column. -- M",06/29/2014 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.17,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE07501,SAS,NSA,05EC,1,AB05EC0797,"HANMORE LAKE, COMPOSITE",54.3,-112.53306,0,13,133,N,"GPS: 54.29445, 112.51549 - Air temp: 25 degrees - Wind: 10km/h from the E - Cloud cover: 70%- waves: ripples - 0.15m -- Large storm to the east, can hear thunder rolling in the distance, 5-6 boaters on lake, no visible algae blooms, loons only birds spotted on lake, wind increased to 15 km/h, waves increased to 0.2m --M",08/05/2014 12:45:00,9107,532,FLUORIDE DISSOLVED,,0.17,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE07825,SAS,NSA,05EC,1,AB05EC0797,"HANMORE LAKE, COMPOSITE",54.3,-112.53306,0,13,133,N,"GPS:54.29455, 112.51543 -- Air Temperature: 11 degrees celcius -- Wind Speed: 2km/h from the North-- Cloud Cover:0% -- No waves -- Terns, grebes spotted on lake, Gleotrichia suspended in water cloumn, very dispersed throughout lake, 2 boats on lake fishing, roses floating on lake, between 10-15 of them, red and blue -- M",09/15/2014 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.19,mg/L,0.02,,,,,358,0.02,61
ABS020,12SWE08251,SAS,NSA,05EB,1,AB05EB1220,"HASTINGS LAKE, COMPOSITE",53.41673,-112.90155,0,13,133,N,"Wind Speed: 5.0 km/h. Wind Dir: E. %Cloud: 20%. Waves: 0.10 m. -- Many of the small islands were covered in seagulls. Water is very green, also has small black flecks in it. -- Microcystin ID#: M120124. Deep spot recorded at N53 25.016 W112 54.265",06/22/2012 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.4,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE08770,SAS,NSA,05EB,1,AB05EB1220,"HASTINGS LAKE, COMPOSITE",53.41673,-112.90155,0,13,133,N,Air Temp: 20 degC. Wind Speed: 3-4 km/h. Wind Dir. E. %Cloud: 5%. Waves: 0.1m. -- Lake has not received as much rain as Edmonton. No other boats on the water. -- Microcystin ID#: M120097,08/08/2012 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.37,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE09376,SAS,NSA,05EB,1,AB05EB1220,"HASTINGS LAKE, COMPOSITE",53.41673,-112.90155,0,13,133,N,Wind Speed: 3 km/h. Wind Dir: NW. %Cloud: 5%. Waves: 0. -- Lake looks greener than it has in previous trips. Very few gulls left on the lake. No rain in the area for about a month. -- Microcystin ID#: M120107,09/25/2012 08:45:00,9107,532,FLUORIDE DISSOLVED,,0.4,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE10242,CHU,BEA,06AC,1,AB06AC0580,"HILDA LAKE, COMPOSITE",54.52972,-110.42139,0,13,133,N,Wind Speed: 0 km/h. Wind Dir: N/A. % Cloud: 5%. Waves: N/A. -- Nothing worth commenting on -- Microcystin ID: M110141,06/29/2011 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.21,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE11108,CHU,BEA,06AC,1,AB06AC0580,"HILDA LAKE, COMPOSITE",54.52972,-110.42139,0,13,133,N,Wind Speed: km/h. %Cloud: 20%. Waves: N/A. -- One fishing boat out on the water. Some people camping in two trailers at the campground. Not busy. -- Microcystin ID#: M110143,08/26/2011 10:15:00,9107,532,FLUORIDE DISSOLVED,,0.22,mg/L,0.02,,,,,358,0.02,26
ABS020,14SWE07001,SAS,NSA,05EA,1,AB05EA0640,"HUBBLES LAKE, COMPOSITE",53.56583,-114.08167,0,13,133,N,"GPS: 53 33.944, 114 05.067, Air Temp: 16 degrees celcius, Wind Speed: Calm, Wind Direction: SE, % Cloud: 30%, Waves: 0.05m -- Clouds increased, Algae blooms in weed bed by north shore campground weed bed, spotted loons, blackbirds, volunteers commented on fish kill (close to 1000 dead fish on shelf, small fish between 5-10 inches) Giant daphnia on filter paper, red colouration, sediment on filter paper.AIS Substrate GPS: 53 33.772, 114 05.540-- M140136",06/11/2014 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.19,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE07464,SAS,NSA,05EA,1,AB05EA0640,"HUBBLES LAKE, COMPOSITE",53.56583,-114.08167,0,13,133,N,"GPS: 53.56550, 114.08307-- Air temp: 17 degrees - Wind: calm from W - Cloud cover: 95% - Waves: ripples - no noticable blooms in lake, paddle boarders, 2 people fishing on blow up rubber boat, recreational swimmers swimming length of lake, few people conoeing or kayaking, spotted shorebirds, loons, geese, greebes, wind increased to 5-10km/h, waves increased to 0.05-0.1m, cloud cover increased to 100% --M",08/04/2014 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.18,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE07887,SAS,NSA,05EA,1,AB05EA0640,"HUBBLES LAKE, COMPOSITE",53.56583,-114.08167,0,13,133,N,"GPS: 53.56591, 114.08344 --  Air Temperature: 22 degrees celcius -- Wind Speed: 0 -- Cloud Cover: 40% -- No waves --  Canoers around lake, kayakers, one pontoon boat on lake, some suspended gleotrichia in some bays of the lake, muskrat, garter snake, loons, coots, and other waterfowl spotted. -- M",09/17/2014 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.2,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE10071,MAC,PEA,07GG,1,AB07GG0030,"IOSEGUN LAKE, COMPOSITE",54.46667,-116.83333,0,13,133,N,"The lab exceeded the recommended hold time for TKN by 32 days and Dissolved Phosphorus by 32 days and Total Phosphorus by 32 days. GPS: N54.463553 W116.84535,  Air temp:15 deg.C, Wind speed:0-5km/hr, Wind dir.: northwest, Cloud cover: 100%, Waves:ripples, -- Overcast day. Calm with little wind. Couple of logs sticking out at spots on the lake. Apham present with some clumping in areas on the lake. Pollen also present on shoreline. Water very tea colored. Previouse few days have been hot and sunny.-- Micro# M140028",06/28/2014 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.05,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE10246,MAC,PEA,07GG,1,AB07GG0030,"IOSEGUN LAKE, COMPOSITE",54.46667,-116.83333,0,13,133,N,"GPS: N54.46450 W116.84693, Air temp: 15 deg.C, Wind speed: 0, Wind Dir: na, %cloud:100, Waves: 0.05-- Overcast day with rain in the morning and wind but calmed down. less algae than last visit with Aphan. still predominate. Wind would gust to 25km/hr from the S but die off.-- Micro# M140021",08/08/2014 09:30:00,9107,532,FLUORIDE DISSOLVED,,0.05,mg/L,0.02,,,,,358,0.02,61
ABS020,14SWE10518,MAC,PEA,07GG,1,AB07GG0030,"IOSEGUN LAKE, COMPOSITE",54.46667,-116.83333,0,13,133,N,"GPS: N54.46189 W116.84395, Air temp: 8, Wind Speed: 15-20km/hr, Wind Dir: NW, %cloud: 20, Waves: 0.3m-- Sunny and Breezy. No white caps but wavy. Forgot foot valve so used thumb to create suction to collect water with tubing.-- M140090",09/30/2014 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.05,mg/L,0.02,,,,,358,0.02,61
ABS020,13SWE07507,SAS,NSA,05EC,1,AB05EC1095,"ISLAND LAKE (NEAR HANMORE LAKE), COMPOSITE",54.33556,-112.42833,0,13,133,N,GPS: 54 19 902 112 25.609. Wind Speed: 15-20 km/h. Wind Dir: SE. %Cloud: 40%. Waves: 5cm. -- Wind was gusty - picked up half way throughout sampling points. Lake level down 10 ft from map -- Microcystin ID#: M130023,08/25/2013 08:30:00,9107,532,FLUORIDE DISSOLVED,,0.27,mg/L,0.02,,,,,358,0.02,26
ABS020,13SWE07677,SAS,NSA,05EC,1,AB05EC1095,"ISLAND LAKE (NEAR HANMORE LAKE), COMPOSITE",54.33556,-112.42833,0,13,133,N,"GPS: N 54 19.937 W 112 25.583, Wind Speed: 15-20km/hr, Wind Direction: SE, Percent Cloud: 25, Waves: 20cm-- Water level down since last sampling trip (approx 5-10cm). Very gusty, many teals on the lake.--Microcystin: M130025",09/15/2013 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.3,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE08156,MAC,ATH,07BE,1,AB07BE0860,"ISLAND LAKE, COMPOSITE",54.85223,-113.53889,0,13,133,N,"Air Temp: 15.0 degC. Wind Speed: 15 km/h. Wind Direction: NW. %Cloud: 100%. Waves: 0.05 cm. -- Lake supports ~15 loon pairs. Big storm last night, lots of precipitation. Only boat on the water. After profile realised we missed the deepest spot. -- MIcrocystin ID#: M120079",06/19/2012 10:45:00,9107,532,FLUORIDE DISSOLVED,,0.19,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE08697,MAC,ATH,07BE,1,AB07BE0860,"ISLAND LAKE, COMPOSITE",54.85223,-113.53889,0,13,133,N,Air Temp: 20 degC. Wind Speed: NA. Wind Dir: NA. %Cloud: 20%. Waves: NA. -- More boats on water than usual due to the long weekend. Volunteer commented that in the fall he notices lake water levels decline. -- Microcystin ID#: M120077,08/04/2012 09:45:00,9107,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.02,,,,,358,0.02,26
ABS020,12SWE09246,MAC,ATH,07BE,1,AB07BE0860,"ISLAND LAKE, COMPOSITE",54.85223,-113.53889,0,13,133,N,Wind Speed: 7.8 km/h. Wind Dir: S. %Cloud: 10%. Waves: flat. -- 2 loons with whining chicks in North basin. Lots of loons still on laek. not other boats on the water. -- Microcystin ID#: M120108,09/14/2012 10:15:00,9107,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE08094,SAS,NSA,05EA,1,AB05EA0460,"ISLE LAKE, COMPOSITE",53.63228,-114.70639,0,13,133,N,Wind Speed: 4.8 km/h. Wind Dir: S/SW. % Cloud: 80%. Waves: 0-5 cm. -- Lots of poplar fluff on water. Fish derby of 90 people. Apparently fish kill in spring. Very green. Lots of floating chunks (Aphanizomina?) -- Microcystin ID: M110056,06/21/2011 15:26:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.02,,,,,358,0.02,26
ABS020,11SWE08497,SAS,NSA,05EA,1,AB05EA0460,"ISLE LAKE, COMPOSITE",53.63228,-114.70639,0,13,133,N,"Wind Speed: 6.3 km/h. Wind Dir: S/SW. %Cloud: 10%. Waves: 0-5 cm. -- Lots of birds, terns, ducks, couple of pelicans, grebes. -- Microcystin ID#: M110058",08/02/2011 10:18:00,9107,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.02,,,,,358,0.02,26
