Station,SampleDateTime,MeasurementValue
"BOW RIVER, AT COCHRANE",08/20/2008 10:30:00,0.12
"BOW RIVER, AT COCHRANE",09/17/2008 11:45:00,0.14
"BOW RIVER, AT COCHRANE",10/21/2008 11:30:00,0.15
"BOW RIVER, AT COCHRANE",11/17/2008 12:30:00,0.12
"BOW RIVER, AT COCHRANE",12/10/2008 11:00:00,0.14
"BOW RIVER, AT COCHRANE",01/19/2009 11:30:00,0.14
"BOW RIVER, AT COCHRANE",02/09/2009 12:00:00,0.15
"BOW RIVER, AT COCHRANE",03/11/2009 13:00:00,0.16
"BOW RIVER, AT COCHRANE",04/20/2009 11:50:00,0.13
"BOW RIVER, AT COCHRANE",05/26/2009 12:55:00,0.15
"BOW RIVER, AT COCHRANE",06/15/2009 11:50:00,0.13
"BOW RIVER, AT COCHRANE",07/20/2009 13:40:00,0.1
"BOW RIVER, AT COCHRANE",08/18/2009 09:30:00,0.12
"BOW RIVER, AT COCHRANE",09/14/2009 11:10:00,0.13
"BOW RIVER, AT COCHRANE",10/19/2009 12:30:00,0.14
"BOW RIVER, AT COCHRANE",11/16/2009 13:00:00,0.14
"BOW RIVER, AT COCHRANE",12/16/2009 10:30:00,0.16
"BOW RIVER, AT COCHRANE",01/12/2010 14:15:00,0.17
"BOW RIVER, AT COCHRANE",02/16/2010 14:10:00,0.14
"BOW RIVER, AT COCHRANE",03/03/2010 12:00:00,0.14
"BOW RIVER, AT COCHRANE",04/19/2010 13:00:00,0.15
"BOW RIVER, AT COCHRANE",05/10/2010 13:45:00,0.13
"BOW RIVER, AT COCHRANE",06/17/2010 09:15:00,0.12
"BOW RIVER, AT COCHRANE",07/15/2010 09:30:00,0.11
"BOW RIVER, AT COCHRANE",08/09/2010 09:20:00,0.14
"BOW RIVER, AT COCHRANE",09/21/2010 09:30:00,0.13
"BOW RIVER, AT COCHRANE",10/18/2010 10:45:00,0.12
"BOW RIVER, AT COCHRANE",11/24/2010 11:23:00,0.1
"BOW RIVER, AT COCHRANE",12/14/2010 14:37:00,0.17
"BOW RIVER, AT COCHRANE",01/20/2011 15:10:00,0.12
"BOW RIVER, AT COCHRANE",02/16/2011 15:04:00,0.11
"BOW RIVER, AT COCHRANE",03/16/2011 08:20:00,0.15
"BOW RIVER, AT COCHRANE",04/04/2011 09:45:00,0.15
"BOW RIVER, AT COCHRANE",05/09/2011 12:40:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",03/11/1987 09:45:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",04/21/1987 11:15:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",06/09/1987 13:00:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/08/1987 09:30:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",08/05/1987 09:30:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",09/09/1987 09:45:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",10/07/1987 15:00:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",11/11/1987 09:15:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/09/1987 09:30:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",01/06/1988 09:45:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",02/10/1988 11:30:00,0.24
"BOW RIVER, BELOW CARSELAND DAM",03/09/1988 09:30:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",04/12/1988 14:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",05/11/1988 10:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/15/1988 09:45:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",07/12/1988 10:00:00,0.11
"BOW RIVER, BELOW CARSELAND DAM",08/24/1988 10:40:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",09/13/1988 11:20:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",10/12/1988 10:15:00,0.1
"BOW RIVER, BELOW CARSELAND DAM",11/15/1988 10:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",12/12/1988 15:40:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",01/10/1989 15:45:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",02/06/1989 15:45:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",03/06/1989 16:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",04/11/1989 16:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",05/09/1989 10:30:00,0.08
"BOW RIVER, BELOW CARSELAND DAM",06/06/1989 10:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",07/11/1989 10:30:00,0.11
"BOW RIVER, BELOW CARSELAND DAM",08/09/1989 10:15:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",09/06/1989 10:15:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",10/11/1989 10:45:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",11/06/1989 14:35:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",12/05/1989 15:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",01/09/1990 15:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",02/05/1990 16:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",03/13/1990 17:40:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",04/17/1990 17:00:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",05/15/1990 12:00:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",06/06/1990 10:45:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",07/18/1990 14:30:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",08/14/1990 09:45:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",09/12/1990 10:30:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",10/11/1990 10:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",11/05/1990 16:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/05/1990 10:15:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",01/08/1991 11:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",02/05/1991 12:15:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",03/05/1991 11:45:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",04/08/1991 16:15:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",05/07/1991 11:20:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",06/11/1991 10:45:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",07/02/1991 09:15:00,0.11
"BOW RIVER, BELOW CARSELAND DAM",08/13/1991 10:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",09/11/1991 09:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",10/09/1991 10:10:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",11/04/1991 10:10:00,0.55
"BOW RIVER, BELOW CARSELAND DAM",12/11/1991 10:00:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",01/06/1992 10:15:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",02/18/1992 14:45:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/09/1992 09:50:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",04/14/1992 14:10:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",05/06/1992 16:45:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",06/02/1992 16:15:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",07/21/1992 10:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",08/13/1992 09:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",09/10/1992 12:50:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",10/06/1992 10:10:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",11/17/1992 15:50:00,0.24
"BOW RIVER, BELOW CARSELAND DAM",12/09/1992 11:45:00,0.26
"BOW RIVER, BELOW CARSELAND DAM",01/11/1993 10:15:00,0.29
"BOW RIVER, BELOW CARSELAND DAM",02/22/1993 16:00:00,0.24
"BOW RIVER, BELOW CARSELAND DAM",03/08/1993 10:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",04/14/1993 10:00:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",05/11/1993 13:50:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",06/09/1993 13:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/09/1993 13:05:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",07/20/1993 13:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",08/17/1993 16:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",09/13/1993 13:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/05/1993 10:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",11/16/1993 16:45:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",12/14/1993 09:40:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",01/25/1994 12:00:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",02/15/1994 10:00:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",03/22/1994 11:30:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",04/26/1994 09:45:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",07/13/1994 17:15:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/20/1994 15:00:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",01/16/1995 10:00:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",04/27/1995 13:15:00,0.24
"BOW RIVER, BELOW CARSELAND DAM",07/18/1995 10:15:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",08/14/1995 11:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",10/03/1995 10:45:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",01/23/1996 10:30:00,0.35
"BOW RIVER, BELOW CARSELAND DAM",04/18/1996 09:45:00,0.52
"BOW RIVER, BELOW CARSELAND DAM",05/13/1996 12:30:00,0.29
"BOW RIVER, BELOW CARSELAND DAM",07/16/1996 13:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",10/16/1996 09:00:00,0.29
"BOW RIVER, BELOW CARSELAND DAM",01/07/1997 11:30:00,0.31
"BOW RIVER, BELOW CARSELAND DAM",04/24/1997 12:00:00,0.27
"BOW RIVER, BELOW CARSELAND DAM",07/23/1997 13:20:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",10/08/1997 15:00:00,0.26
"BOW RIVER, BELOW CARSELAND DAM",01/22/1998 11:30:00,0.27
"BOW RIVER, BELOW CARSELAND DAM",04/14/1998 12:00:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",07/29/1998 08:00:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",10/19/1998 09:00:00,0.3
"BOW RIVER, BELOW CARSELAND DAM",01/11/1999 11:30:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",04/22/1999 09:15:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",05/25/1999 08:15:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",06/24/1999 09:20:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/26/1999 10:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",08/25/1999 11:15:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",09/24/1999 08:50:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",10/29/1999 09:40:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",11/26/1999 11:25:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/29/1999 13:20:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",01/31/2000 12:55:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",02/29/2000 12:40:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",03/27/2000 12:05:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",04/20/2000 12:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",05/31/2000 10:35:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",06/27/2000 11:10:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/31/2000 12:20:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",08/24/2000 13:45:00,0.12
"BOW RIVER, BELOW CARSELAND DAM",09/28/2000 11:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",10/19/2000 10:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",11/28/2000 14:25:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/21/2000 14:00:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",01/23/2001 13:35:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",02/21/2001 12:45:00,0.24
"BOW RIVER, BELOW CARSELAND DAM",03/21/2001 11:40:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",04/26/2001 12:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",05/30/2001 12:10:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/27/2001 11:30:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/25/2001 13:05:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",08/28/2001 12:15:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",09/26/2001 15:30:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",10/26/2001 10:20:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",11/27/2001 15:10:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",12/18/2001 13:10:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",01/23/2002 11:15:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",02/27/2002 12:30:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/19/2002 12:30:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",04/25/2002 07:50:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",05/30/2002 15:20:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",06/26/2002 09:20:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/22/2002 09:40:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",08/30/2002 10:50:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",10/01/2002 14:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",10/22/2002 10:20:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",11/23/2002 10:30:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",12/18/2002 12:00:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",01/27/2003 10:50:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",02/27/2003 11:00:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/12/2003 16:30:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",04/29/2003 00:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",05/22/2003 11:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/27/2003 11:10:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/16/2003 09:50:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",08/26/2003 11:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",09/25/2003 10:20:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",10/30/2003 13:50:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",11/25/2003 10:40:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/31/2003 09:30:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",01/28/2004 11:20:00,0.23
"BOW RIVER, BELOW CARSELAND DAM",02/24/2004 11:45:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",03/17/2004 16:00:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",04/27/2004 10:30:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",05/27/2004 11:00:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",06/22/2004 10:15:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",07/29/2004 15:20:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",08/31/2004 10:30:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",09/14/2004 12:40:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",10/21/2004 12:45:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",11/23/2004 10:45:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/15/2004 11:25:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",01/28/2005 12:45:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",02/28/2005 12:30:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/10/2005 09:45:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",04/28/2005 12:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",05/31/2005 11:15:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",06/29/2005 10:45:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",07/19/2005 12:05:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",08/30/2005 09:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",09/27/2005 11:10:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/18/2005 11:15:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",11/25/2005 12:55:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",12/20/2005 15:45:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",01/25/2006 09:25:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",02/24/2006 09:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",03/28/2006 07:40:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",04/26/2006 10:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",05/23/2006 10:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/20/2006 10:00:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",07/12/2006 10:00:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",08/31/2006 10:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",09/21/2006 11:00:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/17/2006 11:15:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",11/23/2006 10:45:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",12/21/2006 10:50:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",01/23/2007 10:40:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",03/01/2007 12:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",03/12/2007 12:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",04/23/2007 12:00:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",05/29/2007 09:50:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",06/19/2007 09:50:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",07/23/2007 08:45:00,0.14
"BOW RIVER, BELOW CARSELAND DAM",08/15/2007 11:05:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",09/20/2007 09:10:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/25/2007 11:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",11/22/2007 10:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",12/12/2007 10:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",01/16/2008 11:45:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",02/19/2008 11:35:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/10/2008 11:15:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",04/28/2008 10:15:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",05/14/2008 07:50:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",06/17/2008 12:30:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",07/15/2008 12:40:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",08/20/2008 12:15:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",09/22/2008 10:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",10/14/2008 07:50:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",11/18/2008 11:25:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",12/16/2008 13:15:00,0.25
"BOW RIVER, BELOW CARSELAND DAM",01/21/2009 12:15:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",02/10/2009 13:15:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",03/11/2009 09:10:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",04/20/2009 09:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",05/26/2009 10:00:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",06/15/2009 08:20:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",07/20/2009 10:00:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",08/17/2009 09:50:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",09/14/2009 08:40:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/19/2009 09:00:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",11/16/2009 10:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",12/15/2009 12:30:00,0.22
"BOW RIVER, BELOW CARSELAND DAM",01/12/2010 12:00:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",02/16/2010 11:00:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",03/04/2010 09:45:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",04/19/2010 09:30:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",05/10/2010 09:45:00,0.19
"BOW RIVER, BELOW CARSELAND DAM",06/17/2010 12:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",07/15/2010 13:00:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",08/11/2010 08:00:00,0.15
"BOW RIVER, BELOW CARSELAND DAM",09/21/2010 11:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",10/20/2010 10:00:00,0.21
"BOW RIVER, BELOW CARSELAND DAM",11/25/2010 12:30:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",12/14/2010 11:08:00,0.2
"BOW RIVER, BELOW CARSELAND DAM",01/20/2011 11:20:00,0.16
"BOW RIVER, BELOW CARSELAND DAM",02/16/2011 11:36:00,0.13
"BOW RIVER, BELOW CARSELAND DAM",03/09/2011 11:00:00,0.17
"BOW RIVER, BELOW CARSELAND DAM",04/04/2011 13:10:00,0.18
"BOW RIVER, BELOW CARSELAND DAM",05/09/2011 10:00:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",03/18/1987 10:45:00,0.12
"BOW RIVER, NEAR RONALANE BRIDGE",04/22/1987 11:00:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",06/08/1987 14:15:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",09/08/1987 13:00:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",10/06/1987 13:00:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",11/11/1987 12:45:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",12/08/1987 12:30:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",01/05/1988 15:00:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",02/09/1988 11:30:00,0.4
"BOW RIVER, NEAR RONALANE BRIDGE",03/08/1988 12:15:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",04/12/1988 11:30:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",05/10/1988 13:40:00,0.21
"BOW RIVER, NEAR RONALANE BRIDGE",06/14/1988 11:30:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",07/11/1988 12:00:00,0.13
"BOW RIVER, NEAR RONALANE BRIDGE",08/23/1988 13:45:00,0.26
"BOW RIVER, NEAR RONALANE BRIDGE",09/12/1988 13:20:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",10/11/1988 12:30:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",11/14/1988 11:30:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",12/12/1988 11:30:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",01/10/1989 11:30:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",02/06/1989 11:15:00,0.22
"BOW RIVER, NEAR RONALANE BRIDGE",03/06/1989 11:15:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",04/11/1989 11:45:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",05/08/1989 13:00:00,0.06
"BOW RIVER, NEAR RONALANE BRIDGE",06/05/1989 12:15:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",07/10/1989 12:30:00,0.13
"BOW RIVER, NEAR RONALANE BRIDGE",08/08/1989 12:30:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",09/05/1989 13:00:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",10/10/1989 13:30:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",11/06/1989 10:30:00,0.19
"BOW RIVER, NEAR RONALANE BRIDGE",12/05/1989 11:00:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",01/09/1990 11:15:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",02/05/1990 11:30:00,0.19
"BOW RIVER, NEAR RONALANE BRIDGE",03/13/1990 12:00:00,0.2
"BOW RIVER, NEAR RONALANE BRIDGE",04/17/1990 12:35:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",05/14/1990 13:40:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",06/05/1990 13:15:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",07/17/1990 14:15:00,0.14
"BOW RIVER, NEAR RONALANE BRIDGE",08/13/1990 13:45:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",09/11/1990 12:45:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",10/10/1990 13:45:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",11/05/1990 11:45:00,0.18
"BOW RIVER, NEAR RONALANE BRIDGE",12/03/1990 11:15:00,0.13
"BOW RIVER, NEAR RONALANE BRIDGE",01/07/1991 14:00:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",02/04/1991 14:15:00,0.13
"BOW RIVER, NEAR RONALANE BRIDGE",03/04/1991 13:30:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",04/08/1991 11:45:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",05/06/1991 13:15:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",06/10/1991 13:15:00,0.16
"BOW RIVER, NEAR RONALANE BRIDGE",07/03/1991 13:00:00,0.12
"BOW RIVER, NEAR RONALANE BRIDGE",08/12/1991 13:45:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",09/10/1991 13:00:00,0.15
"BOW RIVER, NEAR RONALANE BRIDGE",10/08/1991 14:15:00,0.11
"BOW RIVER, NEAR RONALANE BRIDGE",11/04/1991 13:00:00,0.23
"BOW RIVER, NEAR RONALANE BRIDGE",12/11/1991 14:00:00,0.24
"BOW RIVER, NEAR RONALANE BRIDGE",01/06/1992 13:00:00,0.21
"BOW RIVER, NEAR RONALANE BRIDGE",02/18/1992 11:50:00,0.2
"BOW RIVER, NEAR RONALANE BRIDGE",03/09/1992 12:45:00,0.19
"BOW RIVER, NEAR RONALANE BRIDGE",04/14/1992 11:30:00,0.22
"BOW RIVER, NEAR RONALANE BRIDGE",05/06/1992 12:35:00,0.22
"BOW RIVER, NEAR RONALANE BRIDGE",06/02/1992 13:10:00,0.21
"BOW RIVER, NEAR RONALANE BRIDGE",07/21/1992 15:00:00,0.17
"BOW RIVER, NEAR RONALANE BRIDGE",08/10/1992 13:30:00,0.18
